customer_id,age,gender,joined_through_referral,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,feedback,region_category,membership_category,medium_of_operation,preferred_offer_types,internet_option,complaint_status,churn_risk_score
fffe43004900440031003700300030003400,50,Female,No,12,19.65349842,201.7955401,2.645751311,733.83,Yes,No,Poor Product Quality,Village,Premium Membership,Smartphone,Without Offers,Wi-Fi,Not Applicable,3
fffe43004900440031003900370037003300,41,Male,No,11,6.14817046,98.20590614,3,726,Yes,No,Poor Website,Village,Gold Membership,Desktop,Without Offers,Fiber_Optic,Not Applicable,3
fffe43004900440034003800360037003000,31,Female,No,18,14.67514906,60.77211532,4.582575695,713.78,Yes,No,No reason specified,Town,Silver Membership,Both,Gift Vouchers/Coupons,Mobile_Data,Solved in Follow-up,3
fffe43004900440036003200370033003400,64,Male,Yes,-1,6.676076692,191.8581768,3.31662479,744.97,Yes,No,Too many ads,Town,Silver Membership,Unknown,Credit/Debit Card Offers,Fiber_Optic,No Information Available,3
fffe43004900440035003000370031003900,16,Female,Yes,6,18.70507952,201.6825724,2.828427125,299.05,No,Yes,Poor Website,Town,No Membership,Smartphone,Without Offers,Mobile_Data,Solved in Follow-up,5
fffe43004900440035003700330030003600,17,Male,Yes,-1,5.569560126,99.74236813,4,577.83,Yes,No,Poor Product Quality,Town,Basic Membership,Unknown,Without Offers,Mobile_Data,No Information Available,5
fffe430049004400320031003000,17,Male,Yes,3,16.09161272,77.41569608,3.872983346,602.6,Yes,No,Too many ads,Unknown,Basic Membership,Desktop,Without Offers,Fiber_Optic,Solved in Follow-up,4
fffe43004900440034003100320030003300,58,Female,No,14,20.21731931,39.36838833,4.123105626,727.61,No,Yes,Too many ads,Town,Silver Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Not Applicable,3
fffe4300490044003500320033003500,22,Male,Yes,4,5.5,139.153153,0,528.66,Yes,No,Poor Website,Town,No Membership,Desktop,Credit/Debit Card Offers,Fiber_Optic,Not Applicable,5
fffe43004900440032003000320035003500,33,Female,Yes,15,8.775534172,153.0023856,2.828427125,655.13,Yes,No,Poor Product Quality,Town,Gold Membership,Unknown,Without Offers,Fiber_Optic,Not Applicable,4
fffe43004900440033003600300032003000,28,Male,No,22,5.531726674,160.906246,4,713.86,Yes,No,No reason specified,City,Gold Membership,Smartphone,Without Offers,Wi-Fi,Not Applicable,3
fffe43004900440033003400320031003900,23,Male,No,-1,6.071243695,136.4494778,2.449489743,701.1,Yes,No,Poor Website,City,Gold Membership,Unknown,Gift Vouchers/Coupons,Wi-Fi,Not Applicable,3
fffe43004900440031003900350037003100,27,Male,Yes,24,14.1788575,117.4191637,3.741657387,752.18,Yes,No,Poor Customer Service,City,Premium Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Unsolved,3
fffe43004900440031003300320038003200,43,Female,Yes,22,25.20595168,205.2370824,4.69041576,660.76,No,Yes,Poor Website,Town,Silver Membership,Smartphone,Without Offers,Fiber_Optic,No Information Available,4
fffe43004900440036003100310035003800,17,Male,No,9,16.76096656,221.1649837,4.898979486,613.79,Yes,Yes,Poor Product Quality,Village,Basic Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,Not Applicable,5
fffe43004900440035003700380032003700,55,Female,No,10,21.5013953,175.4246562,0,520.36,No,Yes,Too many ads,Town,Basic Membership,Desktop,Without Offers,Mobile_Data,Not Applicable,5
fffe43004900440034003900360037003200,18,Female,Yes,24,5.556077753,167.6673194,4.69041576,523.41,Yes,No,Poor Website,City,Basic Membership,Desktop,Credit/Debit Card Offers,Mobile_Data,Solved,5
fffe43004900440035003800370036003400,57,Male,Yes,19,15.29640481,93.72363629,5.099019514,660.36,No,Yes,Poor Product Quality,Unknown,Basic Membership,Unknown,Credit/Debit Card Offers,Mobile_Data,Unsolved,5
fffe43004900440035003700300038003300,23,Female,No,17,17.14234523,206.6592606,4.69041576,718.57,Yes,No,Too many ads,Unknown,Gold Membership,Smartphone,Without Offers,Mobile_Data,Not Applicable,4
fffe43004900440035003100340033003200,41,Female,No,14,20.49170564,199.1018081,3.31662479,785.93,Yes,Yes,Poor Product Quality,City,Platinum Membership,Unknown,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,3
fffe43004900440033003600370032003800,61,Female,No,7,14.63454817,58.06203579,0,1030.07,No,Yes,Too many ads,Village,Premium Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Solved in Follow-up,3
fffe43004900440036003000330036003700,55,Female,Yes,4,8.969392399,156.4432805,3.605551275,739.66,No,Yes,Too many ads,City,Silver Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Solved in Follow-up,3
fffe43004900440034003900330038003600,23,Male,Yes,23,10.21175793,139.4854831,3,163.82,Yes,No,Poor Product Quality,Town,No Membership,Desktop,Without Offers,Fiber_Optic,Solved in Follow-up,5
fffe4300490044003400360031003800,12,Male,No,9,21.5288179,215.5446821,4.795831523,774.07,No,Yes,Too many ads,City,Premium Membership,Both,Without Offers,Mobile_Data,Not Applicable,3
fffe4300490044003100350034003900,13,Male,Yes,11,7.568355171,202.420824,2.449489743,764.18,No,Yes,Poor Product Quality,Unknown,Platinum Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,No Information Available,3
fffe43004900440033003100380033003000,49,Male,No,6,8.974408058,212.6064204,0,789.03,No,Yes,User Friendly Website,City,Gold Membership,Smartphone,Without Offers,Wi-Fi,Solved in Follow-up,1
fffe4300490044003900330035003600,36,Male,No,7,5.807753438,174.8158746,3.605551275,779.85,Yes,No,No reason specified,Unknown,Premium Membership,Desktop,Without Offers,Mobile_Data,Not Applicable,3
fffe43004900440032003000380039003100,58,Male,Yes,23,25.92238415,160.1176755,5.196152423,646.85,Yes,Yes,Poor Customer Service,City,Silver Membership,Unknown,Credit/Debit Card Offers,Wi-Fi,Not Applicable,4
fffe43004900440036003100380033003200,54,Female,Yes,13,5.847221562,164.2276164,3.605551275,771.8,Yes,No,Too many ads,Town,Platinum Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,No Information Available,3
fffe43004900440032003900300034003600,61,Female,Yes,19,5.679788728,52.2012452,3.872983346,718.17,Yes,No,Poor Product Quality,City,Basic Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Unsolved,4
fffe4300490044003100340037003300,35,Male,Yes,-1,0,114.6499455,2.645751311,799.88,Yes,No,Poor Website,Unknown,Gold Membership,Smartphone,Without Offers,Mobile_Data,Not Applicable,3
fffe43004900440033003900340035003100,48,Male,Yes,16,14.86472334,156.8898021,3.872983346,636.68,No,Yes,No reason specified,Town,Silver Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,Solved,4
fffe43004900440032003300330039003400,12,Male,No,2,18.83241886,102.5191202,2.645751311,642.8,Yes,No,No reason specified,City,Basic Membership,Smartphone,Credit/Debit Card Offers,Fiber_Optic,Solved in Follow-up,5
fffe4300490044003600340030003500,54,Male,No,16,8.670063437,119.2947191,0,750.66,Yes,No,Poor Customer Service,Town,Platinum Membership,Smartphone,Without Offers,Mobile_Data,Not Applicable,3
fffe43004900440032003000390039003600,54,Male,Yes,10,11.42716063,159.59505,2.645751311,673.01,Yes,No,Poor Website,Town,Silver Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Solved,4
fffe43004900440032003700360038003800,14,Female,Yes,21,23.17671245,176.0719739,5.385164807,627.99,Yes,No,Too many ads,Town,Basic Membership,Unknown,Without Offers,Wi-Fi,No Information Available,4
fffe43004900440035003200370033003500,16,Male,No,8,12.70275561,223.0646319,4.795831523,681.7,Yes,No,No reason specified,Town,No Membership,Unknown,Without Offers,Wi-Fi,Not Applicable,5
fffe43004900440035003200390031003800,11,Male,No,21,24.06865181,45.43874998,3.872983346,767,No,Yes,User Friendly Website,Village,Platinum Membership,Smartphone,Gift Vouchers/Coupons,Fiber_Optic,No Information Available,2
fffe4300490044003800360035003200,28,Female,No,14,10.30679388,37.02053484,2.828427125,820.63,No,Yes,Reasonable Price,City,Premium Membership,Desktop,Credit/Debit Card Offers,Mobile_Data,Not Applicable,1
fffe43004900440033003200350036003500,29,Male,Yes,21,6.630233782,111.5582359,4.795831523,958,Yes,No,Poor Website,City,Basic Membership,Desktop,Without Offers,Wi-Fi,Not Applicable,5
fffe43004900440031003300380035003800,52,Female,No,18,21.23134475,197.966386,3,768.66,Yes,Yes,Too many ads,Village,Premium Membership,Both,Credit/Debit Card Offers,Mobile_Data,Solved in Follow-up,3
fffe43004900440032003900320035003700,45,Female,No,11,12.17333151,200.1301327,3.605551275,943.29,Yes,No,Poor Product Quality,City,Basic Membership,Smartphone,Gift Vouchers/Coupons,Mobile_Data,Unsolved,5
fffe43004900440034003100340038003200,37,Male,Yes,5,6.455230437,125.1349272,2.645751311,717.48,No,Yes,Poor Product Quality,Unknown,Silver Membership,Desktop,Without Offers,Fiber_Optic,Unsolved,4
fffe4300490044003700310032003500,20,Female,Yes,21,28.55989921,218.6460839,4.242640687,627.33,Yes,No,No reason specified,Unknown,Silver Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,Solved,4
fffe43004900440034003600360033003300,42,Male,No,16,33.31411503,124.5339713,5.099019514,695.25,No,Yes,Poor Product Quality,Town,Basic Membership,Smartphone,Without Offers,Fiber_Optic,No Information Available,4
fffe43004900440034003700330030003600,10,Male,No,20,5.487257967,107.7656253,0,710.59,Yes,No,Poor Product Quality,Town,Silver Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,Not Applicable,3
fffe43004900440033003700340039003700,50,Female,Yes,15,20.15936507,142.7559806,1,705.98,Yes,No,Reasonable Price,Town,Premium Membership,Smartphone,Gift Vouchers/Coupons,Fiber_Optic,Not Applicable,2
fffe43004900440034003200390031003500,21,Female,Yes,20,5.898304841,164.7776077,0,789.75,Yes,No,Poor Product Quality,Unknown,Premium Membership,Smartphone,Credit/Debit Card Offers,Mobile_Data,Not Applicable,3
fffe43004900440032003800300035003900,52,Male,Yes,22,12.2225202,205.2221967,4.242640687,783.99,Yes,No,No reason specified,Unknown,Platinum Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,No Information Available,3
fffe43004900440035003900380039003600,64,Male,No,13,5.582114295,216.0017361,5,617.9,Yes,No,Poor Product Quality,Town,No Membership,Desktop,Gift Vouchers/Coupons,Wi-Fi,Not Applicable,5
fffe43004900440033003800370036003600,17,Male,Yes,17,14.43606595,218.4434481,3.741657387,662.35,No,Yes,Too many ads,Unknown,No Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,4
fffe43004900440032003000360033003900,15,Female,No,15,7.256721023,180.1752203,2.645751311,605.01,Yes,No,No reason specified,City,Gold Membership,Smartphone,Gift Vouchers/Coupons,Fiber_Optic,Not Applicable,4
fffe43004900440034003400350037003500,41,Female,No,23,5.8685603,185.7752675,4.123105626,1143.27,No,Yes,Poor Product Quality,City,No Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,Not Applicable,5
fffe43004900440035003800360035003600,60,Male,No,-1,13.00384559,137.8773731,4.358898944,1051.31,No,Yes,Poor Product Quality,City,Platinum Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Solved in Follow-up,3
fffe43004900440034003000350038003900,40,Female,Yes,23,5.60357029,107.9731448,0,623.21,No,Yes,Poor Website,Unknown,No Membership,Smartphone,Without Offers,Wi-Fi,Not Applicable,5
fffe43004900440032003800360032003900,26,Female,Yes,-1,24.99239884,110.7002258,0,634.07,Yes,No,Poor Website,City,No Membership,Both,Credit/Debit Card Offers,Mobile_Data,Not Applicable,5
fffe43004900440033003800340037003700,23,Female,No,18,9.844795579,138.1481813,0,663.97,Yes,No,Too many ads,Town,No Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,4
fffe4300490044003100350033003300,52,Female,Yes,8,0,167.1704818,5.099019514,1047.52,Yes,Yes,Too many ads,City,Gold Membership,Both,Gift Vouchers/Coupons,Wi-Fi,Not Applicable,3
fffe43004900440035003400320034003800,27,Female,No,-1,12.84951361,145.4332837,4.795831523,677.83,Yes,No,Poor Product Quality,Village,No Membership,Desktop,Without Offers,Fiber_Optic,Not Applicable,5
fffe43004900440034003200360030003500,28,Female,No,14,13.31803289,150.7461774,2.236067977,723.26,No,Yes,Poor Website,City,Silver Membership,Unknown,Credit/Debit Card Offers,Fiber_Optic,Not Applicable,3
fffe43004900440033003500340034003400,41,Male,No,16,12.87944098,212.0668055,5.196152423,681.59,No,Yes,Poor Product Quality,City,Silver Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Solved in Follow-up,4
fffe43004900440036003300320036003400,50,Male,Yes,11,7.675285011,106.3750441,2.645751311,621.23,Yes,No,Poor Customer Service,Unknown,No Membership,Smartphone,Credit/Debit Card Offers,Fiber_Optic,Unsolved,5
fffe43004900440033003600310031003300,41,Male,No,9,20.28891323,211.7141705,4.69041576,630.03,Yes,No,Poor Website,Town,No Membership,Desktop,Without Offers,Mobile_Data,Unsolved,5
fffe43004900440032003000310033003800,29,Female,Yes,15,27.44376068,213.4153696,3.741657387,707.61,Yes,No,Poor Customer Service,City,Silver Membership,Both,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,3
fffe43004900440035003200350034003700,29,Male,Yes,12,9.58853482,208.1529486,3.605551275,811.76,No,Yes,User Friendly Website,City,Platinum Membership,Unknown,Credit/Debit Card Offers,Mobile_Data,Not Applicable,1
fffe43004900440036003100320036003900,30,Male,No,23,18.58494014,157.0500876,3.605551275,165.92,Yes,No,No reason specified,City,No Membership,Smartphone,Gift Vouchers/Coupons,Wi-Fi,Solved,5
fffe43004900440031003000380033003100,41,Male,No,10,8.532291603,185.2712606,4.472135955,737.12,No,Yes,Poor Customer Service,Town,Premium Membership,Desktop,Credit/Debit Card Offers,Fiber_Optic,Not Applicable,3
fffe43004900440033003200310031003900,14,Male,Yes,14,12.76401191,40.62462308,4.242640687,764.68,No,Yes,No reason specified,Town,Gold Membership,Smartphone,Credit/Debit Card Offers,Mobile_Data,Not Applicable,3
fffe43004900440032003300320035003600,41,Female,Yes,9,15.91791444,158.1358909,4.69041576,1226.5,No,Yes,Poor Website,Unknown,Premium Membership,Desktop,Without Offers,Mobile_Data,Not Applicable,3
fffe4300490044003900330031003400,51,Male,No,17,5.648008499,115.4780066,4,622.27,Yes,No,No reason specified,City,Silver Membership,Unknown,Credit/Debit Card Offers,Mobile_Data,Not Applicable,4
fffe43004900440035003800320031003600,29,Male,Yes,9,25.75053398,175.4826772,3.741657387,733.64,Yes,Yes,Poor Website,Town,Silver Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Solved in Follow-up,3
fffe43004900440031003100330030003700,19,Female,Yes,12,0,210.6798282,4.795831523,530.37,No,Yes,Poor Customer Service,City,No Membership,Desktop,Without Offers,Wi-Fi,Unsolved,5
fffe43004900440034003200380038003200,63,Female,No,9,14.15061836,72.92372728,4.358898944,762.37,Yes,No,Poor Customer Service,City,Premium Membership,Unknown,Credit/Debit Card Offers,Fiber_Optic,Not Applicable,3
fffe43004900440033003200310032003700,40,Female,Yes,23,8.85663593,195.6455468,4.582575695,604.25,No,Yes,Too many ads,Town,Basic Membership,Smartphone,Credit/Debit Card Offers,Fiber_Optic,Not Applicable,4
fffe4300490044003900310036003400,63,Male,Yes,7,8.532877592,138.1713429,3.16227766,655.76,Yes,No,Poor Customer Service,Unknown,Basic Membership,Desktop,Credit/Debit Card Offers,Mobile_Data,Solved,5
fffe43004900440035003000320038003300,25,Male,Yes,16,7.802563681,118.2762444,0,795.21,Yes,No,Too many ads,Town,Platinum Membership,Smartphone,Without Offers,Mobile_Data,Not Applicable,3
fffe43004900440035003400330032003900,48,Female,Yes,7,14.67174155,106.8334685,3.16227766,748.39,No,Yes,Poor Product Quality,Town,Silver Membership,Desktop,Gift Vouchers/Coupons,Mobile_Data,Not Applicable,3
fffe4300490044003500330034003300,10,Male,No,13,12.50719793,116.9973504,2.449489743,703.47,Yes,No,Poor Product Quality,City,Platinum Membership,Smartphone,Without Offers,Wi-Fi,Not Applicable,3
fffe43004900440035003000330030003800,61,Male,No,13,20.72872403,131.6355575,3.31662479,798.33,No,Yes,Poor Customer Service,City,Silver Membership,Desktop,Gift Vouchers/Coupons,Wi-Fi,Not Applicable,3
fffe43004900440033003700390035003500,39,Male,No,16,17.04552727,295.6478141,3.16227766,789.3,No,Yes,Reasonable Price,Town,Gold Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,No Information Available,1
fffe43004900440032003100380037003900,58,Female,No,16,11.56200675,178.2492637,0,762.75,Yes,No,Poor Customer Service,Town,Gold Membership,Unknown,Without Offers,Wi-Fi,Solved in Follow-up,3
fffe4300490044003900340039003600,14,Male,Yes,11,23.47232413,188.6262707,4.123105626,774.92,Yes,Yes,Too many ads,Unknown,Platinum Membership,Unknown,Credit/Debit Card Offers,Wi-Fi,Not Applicable,3
fffe43004900440032003700320035003800,63,Male,No,13,20.08780725,158.6073769,0,559.91,Yes,No,Poor Customer Service,Town,No Membership,Smartphone,Gift Vouchers/Coupons,Wi-Fi,Not Applicable,5
fffe43004900440032003100380035003300,10,Male,No,16,14.25903223,167.7825378,4.358898944,762.37,Yes,Yes,Reasonable Price,Town,Platinum Membership,Desktop,Without Offers,Fiber_Optic,Not Applicable,2
fffe43004900440033003600360032003800,63,Male,No,21,7.873372848,86.9601058,2.449489743,738.75,Yes,No,No reason specified,Town,Platinum Membership,Desktop,Without Offers,Mobile_Data,Not Applicable,3
fffe43004900440032003000300031003400,24,Male,Yes,-1,11.42847321,219.6040983,2.236067977,686.99,Yes,No,Too many ads,Unknown,No Membership,Smartphone,Credit/Debit Card Offers,Wi-Fi,Not Applicable,5
fffe43004900440034003800320038003800,17,Female,Yes,16,10.94303431,106.4622468,3.16227766,543.16,Yes,No,Poor Product Quality,Village,No Membership,Desktop,Without Offers,Wi-Fi,Not Applicable,5
fffe4300490044003300370039003900,40,Male,Yes,16,31.61015313,187.5823552,4.582575695,314.36,No,Yes,Poor Website,Village,Basic Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,Not Applicable,5
fffe43004900440031003100380033003600,49,Male,Yes,10,11.38112472,91.95656583,3.605551275,767.3,Yes,No,No reason specified,Unknown,Gold Membership,Smartphone,Gift Vouchers/Coupons,Fiber_Optic,Solved,3
fffe43004900440031003100350031003600,23,Male,No,-1,11.81524439,302.3470853,2,275.51,No,Yes,Products always in Stock,Unknown,Gold Membership,Smartphone,Gift Vouchers/Coupons,Fiber_Optic,Not Applicable,2
fffe43004900440035003800330036003500,11,Female,Yes,5,18.24773959,212.3602364,0,531.39,Yes,Yes,Poor Website,City,No Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,Solved,5
fffe4300490044003200330037003400,34,Male,No,17,5.93380148,128.9039565,0,987.29,No,Yes,Poor Customer Service,Town,Platinum Membership,Desktop,Credit/Debit Card Offers,Fiber_Optic,Solved in Follow-up,3
fffe43004900440034003100370035003600,51,Male,Yes,13,10.25085362,147.1777157,4.795831523,554.32,No,Yes,No reason specified,City,Basic Membership,Desktop,Gift Vouchers/Coupons,Fiber_Optic,Unsolved,5
fffe43004900440031003100350038003400,16,Male,No,15,10.46135746,65.10714247,4,507.64,Yes,No,Poor Customer Service,Town,No Membership,Smartphone,Without Offers,Mobile_Data,No Information Available,5
fffe43004900440034003100360037003100,52,Male,Yes,14,0,158.667388,4.582575695,712.53,No,Yes,Poor Customer Service,Town,Premium Membership,Both,Credit/Debit Card Offers,Fiber_Optic,Unsolved,3
fffe43004900440034003300350033003600,44,Female,Yes,17,5.523585792,53.10536696,3.16227766,969.46,Yes,No,No reason specified,City,Basic Membership,Desktop,Credit/Debit Card Offers,Wi-Fi,Not Applicable,5
fffe43004900440031003600320031003300,36,Female,Yes,5,6.638523932,190.8886063,0,549.71,No,Yes,No reason specified,City,Basic Membership,Desktop,Credit/Debit Card Offers,Fiber_Optic,Solved,5
